id,text,description
489,"Een Amsterdamse Fietsstraat is: “Een gemengde 30 km/uur straat op het plusnet fiets waar de doorstroming van het doorgaand fietsverkeer prioriteit krijgt. Auto’s zijn er te gast. De Fietsstraat kent specifieke inrichtingskenmerken, waaronder voorrang op de zijwegen, uitvoering in rood asfalt en bijbehorende bebording.”","Fietsstraten worden in Amsterdam alléén toegepast op delen van het Plusnet Fiets waar de verkeersfunctie (belang fietser) prevaleert en waar het principe ‘auto te gast’ geloofwaardig kan worden gehanteerd. Om als Fietsstraat te kunnen worden ingericht, moet een straat aan een
aantal functionele voorwaarden voldoen (zie onderstaand); het aanleggen van Fietsstraten is geen doel op zich.

Functionele voorwaarden voor Amsterdamse fietsstraten
• Het betreft een 30 km/uur straat.
• De straat maakt onderdeel uit van het plusnet fiets én is een belangrijke doorgaande route voor (regionaal) fietsverkeer.
• De fiets is de dominante modaliteit. Indicatie: > 250 fietsen / drukste uur én per auto minstens 2 fietsen. Óf de onderbouwde verwachting is
dat na herinrichting het gebruik richting deze norm zal gaan.
• Fietsverkeer en (lijn)busverkeer zijn bij voorkeur niet gemengd.

Als een 30 km/uur straat niet aan elk van deze voorwaarden kan voldoen, wordt geen Fietsstraat aangelegd. Het uitgangspunt is dan ‘gewoon’ een 30 km/uur erftoegangsweg, met als hoofdmateriaal de gebakken klinker. Als de auto slechts zeer incidenteel gebruik maakt van een fietsroute, bijvoorbeeld als er alléén sprake is van bevoorradingsverkeer, volstaat een solitair fietspad (in asfalt) waarbij de bebording aangeeft dat bestemmingsverkeer per auto is toegestaan.

Indien niet aan de functionele voorwaarden voor fietsstraten wordt voldaan, maken we een ‘gewone’ erftoegangsweg. Een erftoegangsweg kan  voorzien worden van één of meerdere ‘extra’ fietsvoorzieningen om de veiligheid en het comfort voor het fietsverkeer te borgen."
490,"Standaard erftoegangswegen worden ingericht met een rijbaan waar gemotoriseerd verkeer en fietsers de ruimte delen, uitgevoerd in klinkers. Om meer ruimte, veiligheid of comfort te bieden aan fietsers kunnen erftoegangswegen voorzien worden van extra fietsvoorzieningen. Dat doen we alleen als het nodig is vanuit verkeerskundig oogpunt.","Het toevoegen van extra fietsvoorzieningen ligt vooral voor de hand bij 30 km/uur straten waar voorheen een maximumsnelheid van 50 km/uur gold en die onderdeel zijn van Hoofd- of Plusnet Fiets. Naast fietsvoorzieningen zijn ook vaak voetgangersvoorzieningen, zoals een zebrapad, gewenst om een succesvolle herinrichting van 50 km/uur naar 30 km/uur mogelijk te maken.

De volgende ‘extra’ fietsvoorzieningen of -maatregelen zijn mogelijk op erftoegangswegen (30 km/uur):
• voorrang op de zijwegen voor het doorgaand (fiets)verkeer.
• minder/geen parkeervakken.
• een schampstrook tussen de parkeervakken en de rijloper.
• een extra sterke fundering om verzakkingen door zwaar verkeer te voorkomen.
• ander formaat (zonder vellingkanten) of ander verband in de klinkerverharding.
• symmetrisch profiel met fietsstroken; fietsstroken uitgevoerd in asfalt of klinkers.
• asymmetrisch profiel met fietsstrook in tegenrichting; fietsstrook uitgevoerd in asfalt of klinkers (1 richting auto, 2 richting fiets).
• vrijliggende fietspaden, uitgevoerd in asfalt of klinkers.

Conform het Beleidskader Puccinimethode (2018) geldt qua materialisering:
“Vrijliggende fietspaden en fietsstroken worden uitgevoerd in rood asfalt, uitgezonderd (delen van) routes op bijzondere plekken en beeldbepalende plekken (bijvoorbeeld UNESCO gebied)”. Die redenering gaat er echter vanuit dat fietsstroken of fietspaden hoofdzakelijk voorkomen bij gebiedsontsluitingswegen met een snelheidsregime van 50 km/uur, conform de landelijke standaarden. In 30 km/uur straten met een uitgesproken verblijfskarakter óók mogelijk is de fietsstroken of –paden in gebakken klinkers uit te voeren. Zie als voorbeeld de Maasstraat. Met fietsvoorzieningen in klinkers wordt het verblijfskarakter van de straat benadrukt, maar bieden we toch voldoende veilige ruimte voor de fietser binnen het 30 k/m uur profiel. Met fietsstroken- of paden in asfalt wordt juist het belang van de comfortabele doorstroming van het fietsverkeer benadrukt."
491,"In lijn met de Visie Openbare Ruimte (2017) streven we ernaar dat de openbare ruimte zo veel mogelijk openbaar is, een hoogwaardige uitstraling heeft en vrij is van obstakels. Dat betekent dat voorzieningen zoals pinautomaten, nutskasten en kaartjesautomaten voor het OV bij voorkeur inpandig of in de plinten van de bebouwing gerealiseerd worden. Het plaatsen van vrijstaande kiosken voor pinautomaten is vanuit dat perspectief ongewenst.","Bij afwegingen over het al dan niet plaatsen van pinkiosken in de openbare ruimte spelen diverse belangen, waaronder uiteraard veiligheid, de beschikbaarheid van cash geld en het obstakelvrij houden van de openbare ruimte. Derhalve is een afwegingskader opgesteld om een heldere afweging te maken waarbij  zowel de openbare ruimte- als de veiligheidsbelangen worden meegenomen. Met dit afwegingskader kan de gemeente in samenwerking met de banken/Geldmaat aanvragen voor verplaatsing van geldautomaten in woongevels beoordelen en helpen om de automaten te geleiden naar geschikte alternatieve locaties. 

Het afwegingskader, in de vorm van een beslisboom, tref je hieronder als afbeelding.

→ Proces
1. OOV prioriteert de gebieden met geldautomaatlocaties in samenspraak met de banken/Geldmaat en V&OR. Zij maken een voorselectie van kansrijke en risicovolle situaties.
2. Geldmaat kan het gebiedsteam van het stadsdeel raadplegen voor de tips bij het zoeken naar alternatieve locaties. Er wordt gezocht naar panden zonder bewoning. Pas als er geen inpandige locatie mogelijk is, kan de mogelijkheid voor een kiosk onderzocht worden.
3. Voor het plaatsen van een kiosk geldt een hardheidsclausule: het DB van het betreffende stadsdeel moet (voorafgaand aan de vergunningaanvraag) akkoord gaan met de keuze voor een kiosk en de gekozen locatie. Hiervoor wordt de gemaakte afweging voorgelegd aan het DB van het betreffende stadsdeel.
4. Bij een omgevingsvergunningaanvraag voor een alternatieve locatie (pand zonder bewoning of kiosk) raadpleegt de betrokken plantoetser de veiligheidscoördinator van het stadsdeel voor de risicoweging en een openbare ruimte ontwerper van het stadsdeel voor de ruimtelijke inpassing."
492,"Hondenlosloopgebieden moeten voldoen aan dierenwelzijnseisen, moeten goed ingepast worden in de openbare ruimte en overeenstemming vinden met het overige gebruik van de stad.","Als we een nieuw hondenlosloopgebied aanleggen richten we het gebied in volgens de richtlijnen die in het Kader Hondenlosloopgebieden. Ook voor bestaande losloopgebieden bekijken we of aanpassingen wenselijk zijn op basis van dit beleid. Bijvoorbeeld het plaatsen van nieuwe borden, omheiningen of afvalbakken. Of het aanpassen van de grootte van een losloopgebied. Daarmee willen we de situatie voor de honden in de stad verbeteren. In een enkel geval kan dit er ook toe leiden dat een losloopgebied wordt opgeheven, bijvoorbeeld als de situatie erg gevaarlijk is voor honden en verkeersdeelnemers. 

Vanwege de druk op de openbare ruimte moeten we de verschillende belangen in een gebied zorgvuldig afwegen. Uitgangspunt bij het aanwijzen en inrichten van hondenlosloopgebieden is het gezamenlijk gebruik, dus door mensen met en zonder honden, van de openbare ruimte. Het aanwijzen van nieuwe hondenlosloopgebieden en het doen van grote aanpassingen aan de inrichting doen we in overleg met omwonenden en gebruikers van het gebied. Omdat we waarschijnlijk niet alle gewenste aanpassingen in een keer kunnen doen, geven we prioriteit aan de locaties waar met kleine maatregelen veel verbeterd kan worden voor de honden en hun baasjes."
493,Er gelden eisen en richtlijnen met betrekking tot de bereikbaarheid van een hondenlosloopgebied.,"A. Zoveel mogelijk Amsterdammers kunnen binnen 1 kilometer van hun woonadres een losloopgebied vinden.
B. Van A kan afgeweken worden indien aanwijzen van een gebied conform richtlijnen (zie 2) niet mogelijk is, of als er sprake is van strijdigheid met het overige gebruik van de openbare ruimte.
C. Streven naar gelijkmatige dekking, bij intensief gebruik (tegelijk gebruik door relatief veel honden) kan gekeken worden naar uitbreiding of toevoegen van extra losloopgebieden.
D. Bij het uitbreiden of toevoegen van extra losloopgebieden kijken naar het maken van grotere aaneengesloten gebieden of routes met verschillende gebieden, waardoor het wandelen met de hond nog aantrekkelijker wordt."
494,Er gelden richtlijnen met betrekking tot de locatie en de inrichting van een hondenlosloopgebied.,"A. Omvang bij voorkeur minimaal 500 m2. Een substantiële maat is nodig zodat (meerdere) honden los kunnen rennen en spelen.
B. Afhankelijk van het gebruik van het gebied, kan een geheel gebied of slechts een deel als hondenlosloopgebied worden aangewezen.
C. We streven naar een goede spreiding van hondenspeelplekken over de stad, die gelegen zijn binnen een grotere losloopzone. Een hondenspeelplek bevat speeltoestellen voor honden, zoals speciale tunnels, bruggen en slalommen en/of een zwemgelegenheid.
D. Losloopgebieden zijn (gedeeltelijk) groen. De inrichting is bij voorkeur een afwisseling van verharding, gras en struiken. Verharde paden zijn gewenst in verband met toegankelijkheid voor mensen met een beperking. 
E. Een stadsecoloog dient betrokken te worden bij het aanwijzen van een losloopgebied, om te beoordelen of er geen sprake is van een ecologisch kwetsbaar gebied. Indien een losloopgebied en een ecologisch kwetsbaar gebied (zie bijlage I) bij elkaar liggen.
of overlappen, moet hiervoor advies van een stadsecoloog ingewonnen worden (zie ook H). Het advies van de stadsecoloog is hierbij leidend.
F. Losloopgebieden zijn bij voorkeur permanent te gebruiken door loslopende honden, zodat permanent voldaan wordt aan de gewenste dekking/doelstelling. Bij uitzondering zijn ook restricties mogelijk. Deze restricties kunnen betrekking hebben op bepaalde tijden (aanlijngebod tussen 8.00 en 20.00 uur) of bepaalde maanden (aanlijngebod van april tot oktober). De reden(en) voor het instellen van een restrictiegebied in plaats van een losloopgebied dient te worden toegelicht.
G. Bij grote losloopgebieden (>500 m2) is over het algemeen geen fysieke afscheiding/omheining van het gebied nodig, omdat er voldoende ruimte is om afstand te houden tot andere functies.
H. Kleine losloopgebieden (<500 m2) worden fysiek afgescheiden/omheind, tenzij:
• de afstand tot een rijbaan met gemotoriseerd verkeer minimaal 25 m is, en
• de afstand tot een solitair (brom)fietspad minimaal 10m is, en
• er op advies van een stadsecoloog geen scheiding nodig is tussen hondenlosloopgebied en ecologisch kwetsbaar gebied.
I. Bij een situatie zonder fysieke afscheiding/omheining moet de grens van het losloopgebied duidelijk zichtbaar zijn door middel van bebording (zie N).
J. Bij toepassing van een fysieke afscheiding/omheining rond het hele losloopgebied dienen er ook maatregelen genomen te worden bij de in-/uitgang (zie M).
K. Een kinderspeelplaats, zandbak, speelweide of ander aangewezen verbodsgebied (APV, artikel 5.14) ligt minimaal 50 meter van een hondenlosloopgebied of is fysiek gescheiden van het losloopgebied.
L. Een fysieke scheiding moet voldoende hoog en dicht zijn om loslopende honden tegen te houden. Een fysieke afscheiding is bijvoorbeeld een hek, muur, haag, bosschages, aarden wal, takkenril of water. Bij het toepassen van een hek als scheiding, rekening houden met het risico op het parkeren van fietsen tegen het hek.
M. Richtlijnen voor scheiding bij in/uitgangen (indien gebied fysiek afgescheiden moet worden): toepassen (klap)hekjes en/of roosters. Hierbij rekening houden met toegankelijkheid (gebruik met rolstoel/scootmobiel) en indien van toepassing fietsers.
N. Bebording langs paden op de grens van het losloopgebied conform Amsterdamse standaard (zie bijlage III), tenzij combinatie met andere bebording (bijvoorbeeld op spelregelbord bij ingang park) mogelijk is. Per locatie moet gezocht worden naar voldoende duidelijkheid met gebruik van een beperkt aantal borden.
O. Voor losloopgebieden is kort gras het meest geschikt. Dit beperkt sommige risico’s voor de honden, zoals grasaren en teken.
P. In elk losloopgebied is minimaal één afvalbak te vinden. Model en plaatsing dienen te voldoen aan de ‘Standaard voor het Amsterdamse straatbeeld’. Logische locaties: bij bankjes en randen van het losloopgebied (logische plekken waar de losloopgebieden worden betreden/verlaten). In principe stelt de gemeente in de openbare ruimte geen poepzakjes ter beschiking. Conform de APV dient de hondenbezitter deze zelf bij zich te dragen.
Q. Bij een losloopgebied is altijd minimaal één bankje voor de eigenaar/houder van de hond.
R. Verlichting conform beleidskader Verlichting (2017).
S. Het losloopgebied dient voldoende toegankelijk te zijn voor mensen met een beperking, conform de Checklist Toegankelijkheid die de gemeente hierbij hanteert.
T. Juiste afwatering/drainage ter voorkoming van modder/blubber.
U. Eventueel door honden gegraven kuilen regelmatig dichtgooien (voorkomen struikelen).
V. De maaifrequentie is afhankelijk van het type gras. Bij kort gras (voorkeur) hoort een hoge maai frequentie (22 x per jaar). Losloopgebieden worden bij voorkeur gesitueerd op kort gras, zodat specifieke beheermaatregelen ten aanzien van het maaien niet nodig zijn.
W. Als de regels met betrekking tot de opruimplicht en het niet gebruiken van losloopgebieden stedelijk op grote schaal onvoldoende worden nageleefd kan dit onderwerp worden geprioriteerd in het “Actieplan handhaving openbare ruimte”. Aan een stedelijk onderwerp wordt prioriteit gegeven als deze hoog scoort op basis van een risicoanalyse."
495,Er gelden richtlijnen met betrekking tot de bebording van een hondenverbodsgebied.,"In de APV, artikel 5.14 ‘Verboden plaatsen voor honden’ staat: Het is de eigenaar of houder van een hond verboden deze uit te laten op een voor publiek toegankelijke kinderspeelplaats, zandbak of speelweide of op een andere door het college aangewezen plaats.

X. Bij kinderspeelplaatsen, zandbakken of speelweides worden in principe geen borden ‘verbodsgebied’ geplaatst. Bij onduidelijkheid (bijvoorbeeld bij
speelweides in parken) kunnen eventueel verbodsborden worden geplaatst (zie bijlage III). In het geval van verbodsgebied(en) in een park kan ook gekeken
worden naar een combinatie met andere bebording (bijvoorbeeld op spelregelbord bij ingang park). Per locatie moet gezocht worden naar voldoende duidelijkheid met gebruik van een beperkt aantal borden.
Y.  Bij andere door het college aangewezen plaatsen waar honden verboden zijn worden borden geplaatst (zie bijlage III)."
496,"Ons doel voor het Amsterdamse Bos is de natuur nog meer beschermen en verbeteren, terwijl er ruimte blijft voor vrijetijdsbesteding.","Dit doel is leidend voor onze ambities. Wat de gemeenten Amsterdam en Amstelveen voor ogen hebben op het gebied van groen, bereikbaarheid, recreatie, kunst en cultuur, sport, gezondheid en arbeidsmarkt, zoals in de collegeakkoorden staat, geeft richting aan de ambities van het Bos. 

Dit is onder te verdelen in vier thema’s:
1. Beschermen: natuur- en cultuurwaarden behouden, beschermen en verbeteren.
2. Bereikbaar: het Bos zo goed mogelijk bereikbaar maken voor fietsers en per Openbaar Vervoer.
3. Benutten: ruimte bieden aan natuurontwikkeling en maatschappelijke en recreatieve ontwikkelingen die aansluiten bij de behoeften van bezoekers en passen bij onze ambitie om natuurwaarden te beschermen. Hier verstaan we ook onder het beter benutten van bestaande faciliteiten van het Bos.
4. Bekend: het beter bekend maken van de veelzijdigheid van het Bos, de regelgeving en natuureducatieve functies."
497,"Ten aanzien van zwemmen in open water is de gemeentelijke lijn dat we zwemmen mogelijk maken waar dat veilig kan, maar grenzen stellen op locaties waar het zwemmen onaanvaardbare risico’s kent op het vlak van (nautische) veiligheid, gezondheid en/of leefbaarheid.","Dat betekent in de praktijk het volgende:
• We stimuleren via informatie en communicatie het zwemmen op de officiële zwemlocaties; dit is het meest veilig, al zijn aan zwemmen in open water altijd risico’s verbonden.
• We informeren Amsterdammers en bezoekers over wat in algemene zin de risico’s zijn van zwemmen in open water en wildzwemmen in het bijzonder. Het is de verantwoordelijkheid van de zwemmer zich goed te informeren.
• Wildzwemmen kan in goede banen geleid worden met maatregelen gericht op het vervullen van de zorgplicht vanuit de gemeente, mits aan randvoorwaarden voldaan wordt met betrekking tot veiligheid en gezondheid (zie H5), er geen conflicten zijn met andere functies (zie H5) en de leefbaarheid niet in het gedrang komt (zie H7).
• Wildzwemmen wordt zo nodig actief ontmoedigd op locaties waar bekend is dat de risico’s te groot zijn (zie H6).
• Handhaving op zwemverboden is gericht op excessen en vindt in principe alleen plaats op locaties waarbij sprake is van onaanvaardbare veiligheidsrisico’s (zie §6.1.)."
498,Uitgangspunt is dat op kleinschalige wildzwemplekken met een buurtfunctie (enkele tientallen zwemmers per dag op zomerse dagen) die spontaan ontstaan geen verdere maatregelen getroffen worden om zwemmen in goede banen te leiden. Als ernstige veiligheidsrisico’s bekend zijn kan zwemmen wel worden ontmoedigd of verboden.,"De stad kent honderden van dit soort plekken. Bezoekers zijn met name buurtbewoners. Het gaat meestal om plekken die niet expliciet zijn aangelegd met als doel “zwemmen”, maar spontaan ontstaan. 

In principe nemen we hier geen maatregelen en plaatsen we ook geen informatieborden.  Zeer kleine aanpassingen gericht op leefbaarheid en veiligheid, zoals het (ver)plaatsen van een drenkelingentrap, zijn bij wijze van maatwerk wel mogelijk. Indien ernstige veiligheidsrisico’s en/of gezondheidsrisico’s bekend zijn die niet kunnen worden weggenomen, wildzwemmen ontmoedigen of verbieden."
499,"Op plekken waar intensief wildgezwommen wordt kan de gemeente indien nodig maatregelen treffen om de veiligheid omtrent het zwemmen te verhogen, waarbij zwemmers ook ter plaatsen geïnformeerd worden over de risico’s van wildzwemmen.","Intensieve wildzwemplekken zijn plekken waar op zomerse dagen enkele tientallen (max 50) zwemmers gelijktijdig in het water zijn. De stad kent enkele tientallen van dit soort plekken. Variërend van steigers waar ruimte is voor enkele tientallen bezoekers tot grasvelden en kades met honderden bezoekers op de kant. De plek heeft een aantrekkingskracht op bezoekers uit de wijde omgeving.

Plekken waar op zomerse dagen meer dan 50 zwemmers gelijktijdig in het water zijn, zijn in potentie officiële zwemlocaties. Advies is om een traject te starten richting officiële zwemlocatie. Indien de status van officiële zwemlocatie niet haalbaar is, behandelen als intensieve wildzwemplek, tenzij vanuit de provincie een zwemverbod wordt opgelegd."
500,Amsterdam gaat voor alle wegen binnen de bebouwde kom in stedelijk gebied in principe een maximumsnelheid van 30 km/u hanteren. ,"De maatregel dient drie doelen:
1 Verkeersveilige stad; een lagere snelheid draagt bij aan minder én minderernstige ongevallen.
2 Geluidsarme stad; met een maximumsnelheid van 30 km/u pakken we de grootste bron van ernstige geluidshinder aan: het verkeerslawaai.
3 Autoluwe stad; een maximumsnelheid van 30 km/u in de stad draagt bij aan onze ambitie om meer ruimte te maken voor een leefbare en
toegankelijke stad.

‘Stedelijk gebied’ wordt ruim opgevat: gebieden waar functies dicht op of aan de weg liggen met een relatief hoge omgevingsadressendichtheid (zie kaarten p. 15). Ook wegen met relatief veel voetgangers en fietsers en de mogelijkheid om over te steken vallen hieronder. Deze zogeheten oversteekrelatie hangt er vaak mee samen dat er aan beide zijden van de weg woningen en voorzieningen zijn.

Het nieuwe beleid betekent dat er in principe een maximumsnelheid van 30 km/u geldt op alle wegen met woningen, kantoren en voorzieningen en waar voetgangers en fietsers ook gebruikmaken van de weg en openbare ruimte. Hieronder beschrijven we een aantal uitzonderingen op dit beleid (snelheid verwijst naar maximumsnelheid).

Uitzonderingen: waar blijft de snelheid 50 km/u
• De stedelijkheid wordt een van de bepalende keuzes in het maken van afwegingen rond snelheid in de stad. Als er weinig of geen directe functies aan de weg liggen, er een grote afstand is tot bebouwing, er een lage dichtheid is en/of geen langzaam verkeer van de straat gebruik kan maken, is er sprake van een niet-stedelijke omgeving. De snelheid blijft hier dan 50km/u.
• Op wegen met twee dubbele rijbanen (2x2) blijft een snelheid van 50 km/u gelden omdat de nadruk er ligt op de verkeersfunctie. Door de ruime inrichting is het voor automobilisten lastiger om een maximumsnelheid van 30 km/u aan te houden. Het is bovendien lastig om met aanvullende inrichtingsprincipes de rijsnelheid op dergelijke wegen structureel te verminderen, omdat automobilisten betrekkelijk eenvoudig kunnen inhalen.
• Op weggedeelten die direct aansluiten op wegen met een snelheid van 70 km/u of hoger (zoals een tunnel) blijft de snelheid 50 km/u. We willen voorkomen dat automobilisten plotseling snelheid moeten verminderen. We stellen de overgang naar een lagere snelheid uit tot een plek waar 30 km/u passend is. Als de overgang te groot is, is de kans groter dat er te hard wordt gereden en is het daarmee verkeersonveiliger.
• Op wegen waar oversteken voor voetgangers of fietsers niet mogelijk of nodig is, bijvoorbeeld omdat er hekken zijn of er maar aan één kant van de straat voorzieningen zijn, kan de snelheid 50 km/u blijven.
• Op weggedeelten waar voor de weggebruiker mogelijk een onlogische
situatie ontstaat, kan de snelheid 50 km/u blijven. Te veel overgangen of
wisselingen doen af aan de herkenbaarheid en de verwachte snelheid,
waardoor er vaker harder wordt gereden."
501,Voor gebiedsontsluitingswegen in een niet-stedelijke omgeving geldt in principe 50 km/u of hoger.,"Voor gebiedsontsluitingswegen in een niet-stedelijke omgeving geldt in principe 50 km/u of hoger. Daar is de verkeersfunctie immers dominant en is een snelheidsverlaging vaak ook niet nodig. Toch kan ook daar de weg gemotiveerd alsnog worden gewijzigd in gebiedsontsluitingsweg met 30 km/u. Buiten de bebouwde kom is er geen sprake van een stedelijke omgeving. Hier gelden de bestaande snelheidslimieten, afhankelijk van het type weg: 60 km/u voor een erftoegangsweg, 80 km/u voor een gebiedsontsluitingsweg en 80/100 km/u voor een stroomweg."
502,Vanuit het streven om 30 km/u de standaard snelheid in de stad te maken introduceren we een nieuwe verkeerskundige categorie: de Gebiedsontsluitingsweg-30 (GOW30). Op deze weg kunnen hogere auto-intensiteiten (veel autoverkeer) gecombineerd worden met een lagere snelheid.,"De functie van een weg bepaalt dus niet langer de maximumsnelheid. Ook een 30 km/u-weg kan geschikt zijn voor doorstromend autoverkeer.

De verschillen op een rijtje:
• Een erftoegangsweg heeft vooral een verblijfsfunctie; er geldt 30 km/u (of lager).
• Een gebiedsontsluitingsweg in een niet-stedelijke omgeving heeft vooral een verkeersfunctie; er geldt 50 km/u (of hoger).
• Nieuw: op een gebiedsontsluitingsweg in stedelijk gebied zijn de verblijfsfunctie en de verkeersfunctie beide van belang; er geldt 30 km/u. In dit nieuwe beleid tellen de verkeersveiligheid en de verblijfsfunctie op een gebiedsontsluitingsweg dus zwaarder dan voorheen. Dat leidt tot de keuze voor 30 km/u. De verkeersfunctie blijft wel van belang om de stad bereikbaa te houden voor de auto. Dit komt onder andere tot uiting in het behoud van voorrang en in het beperken van het aantal drempels.

Inrichtingsprincipes GOW30

• Principe 1: slimme inrichting Net als een GOW50 moet een GOW30 veel autoverkeer (hogere auto-intensiteiten) kunnen verwerken. 
Daarom houden we bij een GOW30 de basiskenmerken van een gebiedsontsluitingsweg overeind en geven we een GOW30 geen kenmerken die de doorstroming van de auto te veel belemmeren, zoals hoge drempels of voorrang voor verkeer van rechts. Het is van belang dat de GOW30 goed begaanbaar blijft voor nood- en hulpdiensten, die ook met grote en zware voertuigen relatief snel door de stad moeten kunnen rijden. Toepassing van plateaus die bij 30 km/u geen problemen opleveren voor autoverkeer, is wel mogelijk. We zetten deze alleen in waar dit echt nodig is, zoals op mogelijke conflictpunten bij oversteeklocaties voor voetgangers en
fietsers. Ook handhaven we de fietsvoorzieningen als basiskenmerk voor de toekomstige inrichting van de GOW30. Op wegen met veel autoverkeer is dit vanuit verkeersveiligheid wenselijk, maar verkeer scheiden draagt ook bij aan een verbeterde doorstroming voor zowel de fiets als de auto.

• Principe 2: stedelijke uitstraling.
Bij een GOW30 in stedelijk gebied kunnen we stedelijke verblijfsaspecten een rol geven in de uitstraling van de weg. Dit draagt bij aan het bereiken van een lagere snelheid. Zo kunnen er bij een GOW30 parkeerplaatsen langs de weg liggen. Ook kan er door bussen gehalteerd worden op de rijbaan, wat bij een GOW50 niet wenselijk is. Met dit soort kenmerken krijgt de weg een meer stedelijke uitstraling. Het heeft direct een snelheidsremmend effect op het verkeer. Dit geldt ook voor de maatvoering. Waar rijstroken op een gebiedsontsluitingsweg nu nog altijd minimaal 3,5 meter zijn, worden die bij een GOW30 juist smaller. We houden wel rekening met de hoeveelheid zwaar verkeer, zoals logistiek (vrachtwagens), bussen voor openbaar vervoer en de passeermogelijkheden
voor nood- en hulpdiensten. Fietsers en voetgangers krijgen meer ruimte en meer mogelijkheden om over te steken. Bij een GOW30 kan dit op verschillende manieren, bijvoorbeeld via een zebrapad met een plateau of een wegversmalling. Voor fietsvoorzieningen maken we keuzes vanuit het Afwegingskader: Fietsstraten, Fietspaden & Fietsstroken. De voorkeur zal in veel situaties uitgaan naar vrijliggende fietspaden, maar door de snelheidsverlaging kunnen ook fietsstroken een optie zijn. 

• Principe 3: zo min mogelijk markeringen.
Een GOW30 wordt over het algemeen geasfalteerd aangelegd. Dit doen we om onnodige trillingen en geluidsoverlast te voorkomen. In specifieke situaties is klinkerverharding mogelijk. We zijn terughoudend in het toepassen van markering en bebording om de verkeersuitstraling te beperken. We passen in principe geen asmarkering toe of alleen een enkele onderbroken lijn. Alleen
waar noodzakelijk worden markeringen aangebracht, zoals stopstrepen, pijlen en kant- en/of asstrepen. De markering over de as van het wegvak is op een GOW30 nooit doorgetrokken. Als alternatief voor kant- of asstrepen die hetwegprofiel (optisch) versmallen, kiezen we liever voor bijvoorbeeld een overrijdbare
middenberm. Deze keuzes zijn afhankelijk van de plaatselijke situatie."
503,"In gevallen van groot onderhoud/vervangingen, herinrichting, gebiedsontwikkeling, sloop of renovatie, is het noodzakelijk om de groeiplaatsen van de Japanse Duizendknoop te saneren, indien aanwezig. Zo wordt toekomstige schade aan ondergrondse kabels, verhardingen, rioolbuizen, funderingen en kademuren als gevolg van de duizendknoop voorkomen.","Om die reden wordt in het Plan – en Besluitvormingsproces (PBI) en het Plaberum proces, een verplichting opgenomen om aan het begin van het proces, de projectlocatie te controleren op de aanwezigheid van één of meerdere groeiplaatsen. Indien dit het geval is, dient er in het beginstadium al financieel rekening te worden gehouden met de sanering van de JDK.

Hieronder volgen de afspraken uit het Protocol Jpanse Duizendknoop (2022) zoals ambtelijk vastgesteld door de Stuugroep Inrichting Openbare Ruimte in april 2022:

1. In het geval dat de plant aanwezig is op een perceel waar een ruimtelijke ingreep plaatsvindt saneren we de plant om toekomstige schade te voorkomen (kapitaalvernietiging).

2. Opdrachtgevers van ruimtelijke ingrepen (V&OR, G&O, Vastgoed, Sport & Bos, Stadsdelen etc.) zijn financieel verantwoordelijk voor sanering van de JDK in en om het projectgebied.

3. Perceelbeheerders (Vastgoed, Sport en Bos, Stadswerken etc.) zijn financieel verantwoordelijk voor het beheersen van de groeiplaats en het voorkomen van overlast door de plant (snoeien en afvoeren naar een erkende verwerker).

4. Opdrachtgevers van ruimtelijke ingrepen schakelen een JDK-deskundige in voor het maken van een Plan van Aanpak met een advies over de beste aanpak, de eventuele nazorg en de monitoring. Indien er geen JDK-deskundige wordt ingeschakeld, is te allen tijde het protocol van Machinaal Uitgraven en het protocol Monitoren leidend. Op basis van het Plan van Aanpak begroten we aan het begin van het PBI/Plaberum proces de saneringskosten.
Daarnaast vormt het Plan van Aanpak het uitgangspunt van waaruit er met de betrokken beheerder, aan wie het project na realisatie wordt opgeleverd, afspraken worden gemaakt over de monitoring en eventuele nazorg. De kosten worden begroot op het project.

5. In het geval dat er een groeiplaats in een straal van 50 meter rondom het projectgebied groeit, brengt een JDK deskundige in het Plan van Aanpak advies uit over de te treffen maatregelen om heringroei in het projectgebied of verspreiding naar de omgeving te voorkomen.

6. Opdrachtgevers van ruimtelijke ingrepen dienen de toekomstige projectlocatie te (laten) controleren op aanwezigheid van duizendknoop. Behalve raadpleging van de digitale kaart wordt de aanwezigheid op locatie onderzocht bij een bodemonderzoek en/of de Quickscan Natuur en/of een visuele inspectie door een JDK deskundige (op te nemen in de checklist van zowel het PBI als Plaberum proces).

7. Indien binnen een projectgebied de duizendknoop op de beheergrens van twee percelen met verschillende eigenaren groeit, dan is het uitgangspunt dat degene die de plant heeft doen ‘verspreiden’ de kosten voor het saneren op zich neemt. Wanneer de groeirichting niet evident kan worden vastgesteld dan is het uitgangspunt dat de eigenaren hierin gedeelde verantwoordelijkheid nemen. Er wordt een buffergrens van 4 meter rondom de projectgrens gehanteerd. Dit betekent dat groeiplaatsen binnen deze 4 meter, in zijn geheel machinaal moeten worden verwijderd en gemonitord conform protocollen. Het Plan van Aanpak is leidend in het geval van complexe gevallen.
"
